{'loss': '11.97', 'grad_norm': '0.3921', 'learning_rate': '1.997e-05', 'epoch': '0.003239'}
{'loss': '8.13', 'grad_norm': '0.6084', 'learning_rate': '3.157e-06', 'epoch': '1.69'}
{'loss': '8.237', 'grad_norm': '0.3886', 'learning_rate': '3.125e-06', 'epoch': '1.694'}
{'loss': '8.016', 'grad_norm': '0.5083', 'learning_rate': '3.093e-06', 'epoch': '1.697'}
{'loss': '8.115', 'grad_norm': '1.024', 'learning_rate': '3.06e-06', 'epoch': '1.7'}
{'loss': '8.202', 'grad_norm': '0.4625', 'learning_rate': '3.028e-06', 'epoch': '1.703'}
{'loss': '8.193', 'grad_norm': '0.5462', 'learning_rate': '2.995e-06', 'epoch': '1.707'}
{'loss': '8.148', 'grad_norm': '0.4629', 'learning_rate': '2.963e-06', 'epoch': '1.71'}
{'loss': '8.121', 'grad_norm': '0.8148', 'learning_rate': '2.931e-06', 'epoch': '1.713'}
{'loss': '8.174', 'grad_norm': '0.6228', 'learning_rate': '2.898e-06', 'epoch': '1.716'}
{'loss': '8.019', 'grad_norm': '0.5288', 'learning_rate': '2.866e-06', 'epoch': '1.72'}
{'loss': '8.02', 'grad_norm': '0.5976', 'learning_rate': '2.834e-06', 'epoch': '1.723'}
{'loss': '8.139', 'grad_norm': '0.541', 'learning_rate': '2.801e-06', 'epoch': '1.726'}
{'loss': '8.145', 'grad_norm': '0.6978', 'learning_rate': '2.769e-06', 'epoch': '1.729'}
{'loss': '8.186', 'grad_norm': '0.5435', 'learning_rate': '2.736e-06', 'epoch': '1.733'}
{'loss': '7.972', 'grad_norm': '0.5562', 'learning_rate': '2.704e-06', 'epoch': '1.736'}
{'loss': '8.239', 'grad_norm': '0.4206', 'learning_rate': '2.672e-06', 'epoch': '1.739'}
{'loss': '8.157', 'grad_norm': '0.8068', 'learning_rate': '2.639e-06', 'epoch': '1.742'}
{'loss': '8.25', 'grad_norm': '0.7155', 'learning_rate': '2.607e-06', 'epoch': '1.746'}
{'loss': '8.011', 'grad_norm': '0.6595', 'learning_rate': '2.574e-06', 'epoch': '1.749'}
{'loss': '8.145', 'grad_norm': '0.5429', 'learning_rate': '2.542e-06', 'epoch': '1.752'}
{'loss': '8.161', 'grad_norm': '0.5523', 'learning_rate': '2.51e-06', 'epoch': '1.755'}
{'loss': '8.235', 'grad_norm': '0.5062', 'learning_rate': '2.477e-06', 'epoch': '1.759'}
{'loss': '8.21', 'grad_norm': '0.4208', 'learning_rate': '2.445e-06', 'epoch': '1.762'}
{'loss': '8.232', 'grad_norm': '0.4321', 'learning_rate': '2.413e-06', 'epoch': '1.765'}
{'loss': '8.136', 'grad_norm': '0.3881', 'learning_rate': '2.38e-06', 'epoch': '1.768'}
{'loss': '8.261', 'grad_norm': '0.6244', 'learning_rate': '2.348e-06', 'epoch': '1.771'}
{'loss': '8.203', 'grad_norm': '0.5099', 'learning_rate': '2.315e-06', 'epoch': '1.775'}
{'loss': '8.199', 'grad_norm': '0.5646', 'learning_rate': '2.283e-06', 'epoch': '1.778'}
{'loss': '8.099', 'grad_norm': '0.46', 'learning_rate': '2.251e-06', 'epoch': '1.781'}
{'loss': '8.182', 'grad_norm': '0.4066', 'learning_rate': '2.218e-06', 'epoch': '1.784'}
{'loss': '8.065', 'grad_norm': '0.6712', 'learning_rate': '2.186e-06', 'epoch': '1.788'}
{'loss': '8.23', 'grad_norm': '0.3693', 'learning_rate': '2.153e-06', 'epoch': '1.791'}
{'loss': '8.153', 'grad_norm': '0.5607', 'learning_rate': '2.121e-06', 'epoch': '1.794'}
{'loss': '8.208', 'grad_norm': '0.5428', 'learning_rate': '2.089e-06', 'epoch': '1.797'}
{'loss': '8', 'grad_norm': '0.4848', 'learning_rate': '2.056e-06', 'epoch': '1.801'}
{'loss': '8.075', 'grad_norm': '0.4803', 'learning_rate': '2.024e-06', 'epoch': '1.804'}
{'loss': '8.034', 'grad_norm': '0.4652', 'learning_rate': '1.992e-06', 'epoch': '1.807'}
{'loss': '7.946', 'grad_norm': '0.7418', 'learning_rate': '1.959e-06', 'epoch': '1.81'}
{'loss': '8.153', 'grad_norm': '0.3265', 'learning_rate': '1.927e-06', 'epoch': '1.814'}
{'loss': '8.199', 'grad_norm': '0.3394', 'learning_rate': '1.894e-06', 'epoch': '1.817'}
{'loss': '8.229', 'grad_norm': '0.7711', 'learning_rate': '1.862e-06', 'epoch': '1.82'}
{'loss': '8.116', 'grad_norm': '0.6322', 'learning_rate': '1.83e-06', 'epoch': '1.823'}
{'loss': '8.152', 'grad_norm': '0.3971', 'learning_rate': '1.797e-06', 'epoch': '1.827'}
{'loss': '8.256', 'grad_norm': '0.6554', 'learning_rate': '1.765e-06', 'epoch': '1.83'}
{'loss': '8.256', 'grad_norm': '0.3819', 'learning_rate': '1.733e-06', 'epoch': '1.833'}
{'loss': '8.194', 'grad_norm': '0.7193', 'learning_rate': '1.7e-06', 'epoch': '1.836'}
{'loss': '8.096', 'grad_norm': '0.7052', 'learning_rate': '1.668e-06', 'epoch': '1.839'}
{'loss': '8.104', 'grad_norm': '0.6362', 'learning_rate': '1.635e-06', 'epoch': '1.843'}
{'loss': '8.27', 'grad_norm': '0.3334', 'learning_rate': '1.603e-06', 'epoch': '1.846'}
{'loss': '8.249', 'grad_norm': '0.5783', 'learning_rate': '1.571e-06', 'epoch': '1.849'}
{'loss': '7.919', 'grad_norm': '0.5423', 'learning_rate': '1.538e-06', 'epoch': '1.852'}
{'loss': '8.117', 'grad_norm': '0.661', 'learning_rate': '1.506e-06', 'epoch': '1.856'}
{'loss': '8.183', 'grad_norm': '0.6943', 'learning_rate': '1.473e-06', 'epoch': '1.859'}
{'loss': '8.128', 'grad_norm': '0.4015', 'learning_rate': '1.441e-06', 'epoch': '1.862'}
{'loss': '8.063', 'grad_norm': '0.5367', 'learning_rate': '1.409e-06', 'epoch': '1.865'}
{'loss': '8.222', 'grad_norm': '0.4611', 'learning_rate': '1.376e-06', 'epoch': '1.869'}
{'loss': '8.221', 'grad_norm': '0.4853', 'learning_rate': '1.344e-06', 'epoch': '1.872'}
{'loss': '8.188', 'grad_norm': '0.63', 'learning_rate': '1.312e-06', 'epoch': '1.875'}
{'loss': '8.275', 'grad_norm': '0.3131', 'learning_rate': '1.279e-06', 'epoch': '1.878'}
{'loss': '8.041', 'grad_norm': '0.3914', 'learning_rate': '1.247e-06', 'epoch': '1.882'}
{'loss': '8.19', 'grad_norm': '0.5254', 'learning_rate': '1.214e-06', 'epoch': '1.885'}
{'loss': '8.16', 'grad_norm': '0.5847', 'learning_rate': '1.182e-06', 'epoch': '1.888'}
{'loss': '8.152', 'grad_norm': '0.5973', 'learning_rate': '1.15e-06', 'epoch': '1.891'}
{'loss': '8.211', 'grad_norm': '0.4824', 'learning_rate': '1.117e-06', 'epoch': '1.895'}
{'loss': '8.166', 'grad_norm': '0.6462', 'learning_rate': '1.085e-06', 'epoch': '1.898'}
{'loss': '8.156', 'grad_norm': '0.5598', 'learning_rate': '1.052e-06', 'epoch': '1.901'}
{'loss': '8.102', 'grad_norm': '0.5971', 'learning_rate': '1.02e-06', 'epoch': '1.904'}
{'loss': '8.237', 'grad_norm': '0.491', 'learning_rate': '9.877e-07', 'epoch': '1.907'}
{'loss': '8.093', 'grad_norm': '0.5713', 'learning_rate': '9.553e-07', 'epoch': '1.911'}
{'loss': '8.134', 'grad_norm': '0.5946', 'learning_rate': '9.229e-07', 'epoch': '1.914'}
{'loss': '8.057', 'grad_norm': '0.4552', 'learning_rate': '8.905e-07', 'epoch': '1.917'}
{'loss': '8.106', 'grad_norm': '0.5202', 'learning_rate': '8.582e-07', 'epoch': '1.92'}
{'loss': '8.104', 'grad_norm': '0.7146', 'learning_rate': '8.258e-07', 'epoch': '1.924'}
{'loss': '8.242', 'grad_norm': '0.7494', 'learning_rate': '7.934e-07', 'epoch': '1.927'}
{'loss': '8.095', 'grad_norm': '0.6539', 'learning_rate': '7.61e-07', 'epoch': '1.93'}
{'loss': '8.148', 'grad_norm': '0.487', 'learning_rate': '7.286e-07', 'epoch': '1.933'}
{'loss': '8.073', 'grad_norm': '0.5935', 'learning_rate': '6.962e-07', 'epoch': '1.937'}
{'loss': '8.281', 'grad_norm': '0.5118', 'learning_rate': '6.639e-07', 'epoch': '1.94'}
{'loss': '8.153', 'grad_norm': '0.7268', 'learning_rate': '6.315e-07', 'epoch': '1.943'}
{'loss': '8.211', 'grad_norm': '0.596', 'learning_rate': '5.991e-07', 'epoch': '1.946'}
{'loss': '8.28', 'grad_norm': '0.4861', 'learning_rate': '5.667e-07', 'epoch': '1.95'}
{'loss': '8.199', 'grad_norm': '0.4315', 'learning_rate': '5.343e-07', 'epoch': '1.953'}
{'loss': '8.221', 'grad_norm': '0.3453', 'learning_rate': '5.019e-07', 'epoch': '1.956'}
{'loss': '8.139', 'grad_norm': '0.4778', 'learning_rate': '4.696e-07', 'epoch': '1.959'}
{'loss': '8.048', 'grad_norm': '0.4163', 'learning_rate': '4.372e-07', 'epoch': '1.963'}
{'loss': '8.073', 'grad_norm': '0.6333', 'learning_rate': '4.048e-07', 'epoch': '1.966'}
{'loss': '8.062', 'grad_norm': '0.629', 'learning_rate': '3.724e-07', 'epoch': '1.969'}
{'loss': '8.1', 'grad_norm': '0.5567', 'learning_rate': '3.4e-07', 'epoch': '1.972'}
{'loss': '8.142', 'grad_norm': '0.7747', 'learning_rate': '3.076e-07', 'epoch': '1.976'}
{'loss': '8.293', 'grad_norm': '0.799', 'learning_rate': '2.753e-07', 'epoch': '1.979'}
{'loss': '8.096', 'grad_norm': '0.6342', 'learning_rate': '2.429e-07', 'epoch': '1.982'}
{'loss': '8.028', 'grad_norm': '0.4804', 'learning_rate': '2.105e-07', 'epoch': '1.985'}
{'loss': '8.115', 'grad_norm': '0.7896', 'learning_rate': '1.781e-07', 'epoch': '1.988'}
{'loss': '8.076', 'grad_norm': '0.7635', 'learning_rate': '1.457e-07', 'epoch': '1.992'}
{'loss': '8.118', 'grad_norm': '0.5943', 'learning_rate': '1.133e-07', 'epoch': '1.995'}
{'loss': '8.133', 'grad_norm': '0.5253', 'learning_rate': '8.096e-08', 'epoch': '1.998'}
{'train_runtime': '1.226e+04', 'train_samples_per_second': '8.059', 'train_steps_per_second': '0.504', 'train_loss': '7.944', 'epoch': '2'}
